provnum,msr_cd,msr_descr,avg_value,ownership,inhosp,adj_total,adj_rn
345372,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.9,"For profit - Corporation",NO,3.87754,0.32754
345373,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",18.3,"For profit - Corporation",NO,4.61165,0.35576
345374,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11,"For profit - Individual",NO,3.01133,0.28474
345375,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.9,"For profit - Corporation",NO,3.45662,0.50952
345376,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",16.3,"For profit - Corporation",NO,2.80989,0.31425
345377,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.8,"For profit - Individual",NO,4.34195,0.45598
345378,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.8,"For profit - Corporation",NO,3.27742,0.27776
345380,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12,"For profit - Corporation",NO,3.74409,0.27293
345381,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,4.4822,0.28699
15135,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.9,"Non profit - Corporation",NO,5.06388,0.38077
345383,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,3.19153,0.41631
345384,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"For profit - Corporation",NO,3.17766,0.41984
345385,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.1,"For profit - Corporation",NO,3.36162,0.22947
345388,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.9,"For profit - Corporation",NO,3.02926,0.29061
345389,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.5,"For profit - Corporation",NO,4.75375,0.7663
345390,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"For profit - Corporation",NO,4.47846,0.49593
345391,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"For profit - Corporation",NO,3.63092,0.31212
345392,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.3,"For profit - Corporation",NO,3.75675,0.40163
345393,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.9,"Non profit - Corporation",NO,3.47202,0.39556
15136,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.6,"For profit - Corporation",NO,4.79818,0.52342
345394,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.9,"For profit - Corporation",NO,3.66581,0.26031
345395,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,5.1664,0.7106
345396,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,5.22409,0.80111
345397,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Corporation",NO,3.13293,0.18421
345400,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.9,"For profit - Corporation",NO,3.24325,0.45016
345401,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.6,"For profit - Individual",NO,3.96185,0.7873
345403,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.5,"For profit - Corporation",NO,3.18503,0.39816
345404,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12,"For profit - Corporation",NO,4.08882,0.59258
345405,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.2,"For profit - Partnership",NO,3.32302,0.41866
345406,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.5,"For profit - Corporation",NO,3.11216,0.15982
15137,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"For profit - Corporation",NO,4.60524,0.53316
345407,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",16.3,"For profit - Partnership",NO,2.71164,0.51055
345408,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Limited Liability company",NO,3.97003,0.58933
345409,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"For profit - Corporation",NO,3.26195,0.37629
345410,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Partnership",NO,4.36084,0.36764
345411,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,3.27322,0.4914
345412,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.6,"Government - County",YES,2.90333,0.28124
345413,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,4.53588,0.65211
345414,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.3,"For profit - Corporation",NO,3.25986,0.23794
345415,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.3,"For profit - Corporation",NO,2.91595,0.24352
15138,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"For profit - Corporation",NO,4.07602,0.34991
345417,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"For profit - Corporation",NO,5.14757,0.42335
345418,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"For profit - Corporation",NO,3.37523,0.45262
345419,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"For profit - Corporation",NO,3.53423,0.40432
345420,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,3.98829,0.46831
345421,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"For profit - Corporation",NO,3.7187,0.63387
345423,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,4.25707,0.52114
345425,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,4.00603,0.61939
345426,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,2.90486,0.3073
345428,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,4.42245,0.52891
345429,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,3.67252,0.40781
15139,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Corporation",NO,5.49856,0.50021
345431,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.3,"Non profit - Other",YES,3.76438,0.71297
345432,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.2,"Non profit - Corporation",NO,4.1338,0.54364
345433,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9,"For profit - Partnership",NO,3.35976,0.42193
345434,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8,"For profit - Partnership",NO,4.02761,0.40346
345436,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Corporation",NO,3.27887,0.22936
345437,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"Non profit - Other",YES,5.04097,0.54193
345438,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"For profit - Corporation",NO,4.29175,0.46864
345439,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.8,"For profit - Corporation",NO,3.9021,0.51584
345441,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15.4,"For profit - Corporation",NO,5.78932,0.62926
345442,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.1,"For profit - Corporation",NO,3.38071,0.34344
15141,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"Non profit - Corporation",NO,4.12475,0.68591
345443,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.9,"For profit - Corporation",NO,3.26242,0.30545
345445,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"Non profit - Church related",NO,8.87148,1.82345
345446,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"Non profit - Corporation",NO,4.14995,0.73859
345447,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"For profit - Corporation",NO,3.39312,0.43128
345448,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,4.1384,0.31336
345449,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.2,"For profit - Corporation",NO,3.08695,0.31373
345450,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.3,"For profit - Corporation",NO,3.35177,0.28563
345458,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.1,"For profit - Corporation",NO,3.67251,0.4659
345459,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"Non profit - Corporation",NO,4.00624,1.03814
15142,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.9,"For profit - Corporation",NO,4.25453,0.45534
345460,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.6,"For profit - Corporation",NO,3.66249,0.59171
345462,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.7,"For profit - Corporation",NO,3.92535,0.73235
345463,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.3,"For profit - Corporation",NO,3.77339,0.57689
345464,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,3.20517,0.38442
345465,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"For profit - Corporation",NO,3.30981,0.55699
345466,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"For profit - Corporation",NO,3.0597,0.3079
345468,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"For profit - Corporation",NO,3.14862,0.62986
345471,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"For profit - Corporation",NO,3.84062,0.52119
345472,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.4,"For profit - Corporation",NO,2.79275,0.21506
15143,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,5.76007,0.54526
345473,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Partnership",NO,3.52412,0.37393
345475,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.1,"Government - Federal",NO,4.97161,0.7835
345477,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Partnership",NO,3.09693,0.39168
345478,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.1,"For profit - Corporation",NO,3.11072,0.45743
345479,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"Non profit - Church related",NO,5.15649,1.18628
345481,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.8,"For profit - Individual",NO,3.38907,0.29432
15144,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,5.08305,0.77439
345487,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,3.52735,0.49995
345489,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.1,"For profit - Corporation",NO,3.49015,0.18991
345490,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,3.29682,0.42823
345491,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.7,"For profit - Corporation",NO,3.9584,0.59502
345492,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.4,"Government - State",NO,4.44099,0.49351
345493,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Corporation",NO,3.84629,0.563
345494,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.5,"For profit - Corporation",NO,2.97623,0.31431
345496,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.3,"For profit - Corporation",NO,3.06033,0.28368
345499,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"For profit - Corporation",NO,3.39263,0.3336
15145,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,3.07676,0.51717
345500,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"For profit - Corporation",NO,5.34161,0.89716
345501,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.8,"Non profit - Corporation",NO,4.86012,0.30419
345502,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,3.25033,0.38493
345503,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"For profit - Corporation",NO,4.91298,1.49032
345504,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"Government - Hospital district",YES,4.79323,0.69336
345505,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11,"For profit - Corporation",NO,3.82424,0.47197
345506,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"Non profit - Corporation",NO,3.79635,0.85964
345507,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.5,"For profit - Corporation",NO,4.51686,0.45198
345509,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.7,"For profit - Individual",NO,4.48009,0.56172
15147,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,4.37421,0.64012
345510,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"For profit - Corporation",NO,3.81991,0.47826
345511,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,3.64382,0.58226
345513,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.2,"For profit - Corporation",NO,3.47964,0.33867
345514,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,4.93209,0.64837
345515,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"For profit - Individual",NO,3.0998,0.61722
345516,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,4.66263,0.72575
345519,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"For profit - Corporation",NO,3.54938,0.21781
345520,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"Non profit - Other",NO,4.12826,0.52109
15148,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,3.7733,0.70813
345522,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,2.79878,0.28895
345523,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,3.55203,0.46183
345526,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.9,"For profit - Corporation",NO,4.05,0.68015
345528,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"Non profit - Church related",NO,5.20809,0.96654
345529,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.1,"For profit - Corporation",NO,4.16695,0.50744
345530,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.9,"Non profit - Corporation",NO,4.19755,0.47393
345531,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"Government - State",NO,4.99673,0.63943
345532,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"For profit - Corporation",NO,2.3502,0.27114
15149,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,5.30363,0.36465
