hospital_name,state,measure_name,number_of_discharges,number_of_readmissions,excess_readmission_ratio,region_name
"CAPE CANAVERAL HOSPITAL",FL,READM-30-HF-HRRP,249,56,1.0062,"South Region"
"CAPE CANAVERAL HOSPITAL",FL,READM-30-PN-HRRP,290,51,1.0162,"South Region"
"MEMORIAL HOSPITAL JACKSONVILLE",FL,READM-30-AMI-HRRP,242,58,1.1394,"South Region"
"MEMORIAL HOSPITAL JACKSONVILLE",FL,READM-30-HF-HRRP,897,237,1.0472,"South Region"
"MEMORIAL HOSPITAL JACKSONVILLE",FL,READM-30-PN-HRRP,568,136,1.1181,"South Region"
"ST PETERSBURG GENERAL HOSPITAL",FL,READM-30-HF-HRRP,207,47,0.9755,"South Region"
"ST PETERSBURG GENERAL HOSPITAL",FL,READM-30-PN-HRRP,273,53,1.0295,"South Region"
"LARKIN COMMUNITY HOSPITAL",FL,READM-30-HF-HRRP,107,38,1.1011,"South Region"
"LARKIN COMMUNITY HOSPITAL",FL,READM-30-PN-HRRP,219,57,1.0912,"South Region"
"CORAL GABLES HOSPITAL",FL,READM-30-AMI-HRRP,70,14,0.9687,"South Region"
"CORAL GABLES HOSPITAL",FL,READM-30-HF-HRRP,251,76,1.107,"South Region"
"CORAL GABLES HOSPITAL",FL,READM-30-PN-HRRP,159,28,0.9631,"South Region"
"PALMETTO GENERAL HOSPITAL",FL,READM-30-AMI-HRRP,302,68,1.0551,"South Region"
"PALMETTO GENERAL HOSPITAL",FL,READM-30-HF-HRRP,501,141,1.0692,"South Region"
"PALMETTO GENERAL HOSPITAL",FL,READM-30-PN-HRRP,361,87,1.1138,"South Region"
"NORTHWEST MEDICAL CENTER",FL,READM-30-AMI-HRRP,259,55,1.0425,"South Region"
"NORTHWEST MEDICAL CENTER",FL,READM-30-HF-HRRP,492,121,1.0317,"South Region"
"NORTHWEST MEDICAL CENTER",FL,READM-30-PN-HRRP,200,33,0.9719,"South Region"
"MEDICAL CENTER OF TRINITY",FL,READM-30-AMI-HRRP,229,51,1.0683,"South Region"
"MEDICAL CENTER OF TRINITY",FL,READM-30-HF-HRRP,442,126,1.1379,"South Region"
"MEDICAL CENTER OF TRINITY",FL,READM-30-PN-HRRP,211,38,0.9704,"South Region"
"BROWARD HEALTH IMPERIAL POINT",FL,READM-30-HF-HRRP,116,28,1.0063,"South Region"
"BROWARD HEALTH IMPERIAL POINT",FL,READM-30-PN-HRRP,132,16,0.9309,"South Region"
"NORTH FLORIDA REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,620,97,0.9462,"South Region"
"NORTH FLORIDA REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,1667,369,0.9801,"South Region"
"NORTH FLORIDA REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,919,158,1.0015,"South Region"
"MEMORIAL HOSPITAL OF TAMPA",FL,READM-30-HF-HRRP,183,37,0.9593,"South Region"
"MEMORIAL HOSPITAL OF TAMPA",FL,READM-30-PN-HRRP,183,34,1.0588,"South Region"
"KENDALL REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,252,61,1.1017,"South Region"
"KENDALL REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,486,136,1.0869,"South Region"
"KENDALL REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,313,69,1.0968,"South Region"
"BAYFRONT HEALTH DADE CITY",FL,READM-30-HF-HRRP,157,37,1.0065,"South Region"
"BAYFRONT HEALTH DADE CITY",FL,READM-30-PN-HRRP,102,23,1.0991,"South Region"
"OCALA REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,423,90,1.0687,"South Region"
"OCALA REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,693,132,0.891,"South Region"
"OCALA REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,624,121,1.0707,"South Region"
"BLAKE MEDICAL CENTER",FL,READM-30-AMI-HRRP,554,88,0.9211,"South Region"
"BLAKE MEDICAL CENTER",FL,READM-30-HF-HRRP,773,160,0.9437,"South Region"
"BLAKE MEDICAL CENTER",FL,READM-30-PN-HRRP,321,57,1.043,"South Region"
"SEBASTIAN RIVER MEDICAL CENTER",FL,READM-30-HF-HRRP,377,83,1.0041,"South Region"
"SEBASTIAN RIVER MEDICAL CENTER",FL,READM-30-PN-HRRP,265,39,0.9772,"South Region"
"SEBASTIAN RIVER MEDICAL CENTER",FL,READM-30-AMI-HRRP,83,24,1.1169,"South Region"
"GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM",FL,READM-30-AMI-HRRP,451,66,0.9322,"South Region"
"GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM",FL,READM-30-HF-HRRP,851,223,1.1041,"South Region"
"GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM",FL,READM-30-PN-HRRP,885,158,0.9937,"South Region"
"FORT WALTON BEACH MEDICAL CENTER",FL,READM-30-AMI-HRRP,303,56,1.0555,"South Region"
"FORT WALTON BEACH MEDICAL CENTER",FL,READM-30-HF-HRRP,520,114,0.9614,"South Region"
"FORT WALTON BEACH MEDICAL CENTER",FL,READM-30-PN-HRRP,307,50,0.9395,"South Region"
"UNIVERSITY HOSPITAL AND MEDICAL CENTER",FL,READM-30-AMI-HRRP,80,21,1.0452,"South Region"
"UNIVERSITY HOSPITAL AND MEDICAL CENTER",FL,READM-30-HF-HRRP,358,84,0.9754,"South Region"
"UNIVERSITY HOSPITAL AND MEDICAL CENTER",FL,READM-30-PN-HRRP,190,35,1.006,"South Region"
"ORANGE PARK MEDICAL CENTER",FL,READM-30-AMI-HRRP,266,48,0.9796,"South Region"
"ORANGE PARK MEDICAL CENTER",FL,READM-30-HF-HRRP,697,172,1.0272,"South Region"
"ORANGE PARK MEDICAL CENTER",FL,READM-30-PN-HRRP,609,108,0.9425,"South Region"
"WESTSIDE REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,206,41,1.0288,"South Region"
"WESTSIDE REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,451,115,1.0592,"South Region"
"WESTSIDE REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,159,30,1.0233,"South Region"
"MEMORIAL HOSPITAL PEMBROKE",FL,READM-30-HF-HRRP,136,36,1.0577,"South Region"
"MEMORIAL HOSPITAL PEMBROKE",FL,READM-30-PN-HRRP,123,25,1.0298,"South Region"
"WEST FLORIDA HOSPITAL",FL,READM-30-AMI-HRRP,302,54,0.9869,"South Region"
"WEST FLORIDA HOSPITAL",FL,READM-30-HF-HRRP,633,143,0.9767,"South Region"
"WEST FLORIDA HOSPITAL",FL,READM-30-PN-HRRP,513,87,0.9561,"South Region"
"PUTNAM COMMUNITY MEDICAL CENTER",FL,READM-30-AMI-HRRP,59,14,1.0459,"South Region"
"PUTNAM COMMUNITY MEDICAL CENTER",FL,READM-30-HF-HRRP,402,117,1.1339,"South Region"
"PUTNAM COMMUNITY MEDICAL CENTER",FL,READM-30-PN-HRRP,288,49,0.9838,"South Region"
"WEST PALM HOSPITAL",FL,READM-30-AMI-HRRP,62,18,1.0394,"South Region"
"WEST PALM HOSPITAL",FL,READM-30-HF-HRRP,207,42,0.951,"South Region"
"WEST PALM HOSPITAL",FL,READM-30-PN-HRRP,91,16,0.9865,"South Region"
"FAWCETT MEMORIAL HOSPITAL",FL,READM-30-AMI-HRRP,320,60,0.995,"South Region"
"FAWCETT MEMORIAL HOSPITAL",FL,READM-30-HF-HRRP,672,168,1.0047,"South Region"
"FAWCETT MEMORIAL HOSPITAL",FL,READM-30-PN-HRRP,617,137,1.0866,"South Region"
"NORTHSIDE HOSPITAL",FL,READM-30-AMI-HRRP,224,60,1.2382,"South Region"
"NORTHSIDE HOSPITAL",FL,READM-30-HF-HRRP,404,106,1.0546,"South Region"
"NORTHSIDE HOSPITAL",FL,READM-30-PN-HRRP,272,70,1.1517,"South Region"
"EDWARD WHITE HOSPITAL",FL,READM-30-HF-HRRP,92,18,0.9464,"South Region"
"EDWARD WHITE HOSPITAL",FL,READM-30-PN-HRRP,146,29,1.0166,"South Region"
"GULF COAST REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,61,14,1.0461,"South Region"
"GULF COAST REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,274,54,0.9303,"South Region"
"GULF COAST REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,356,43,0.8222,"South Region"
"BRANDON REGIONAL HOSPITAL",FL,READM-30-AMI-HRRP,415,72,0.977,"South Region"
"BRANDON REGIONAL HOSPITAL",FL,READM-30-HF-HRRP,602,138,0.9843,"South Region"
"BRANDON REGIONAL HOSPITAL",FL,READM-30-PN-HRRP,392,92,1.1531,"South Region"
"CAPE CORAL HOSPITAL",FL,READM-30-AMI-HRRP,137,34,1.0812,"South Region"
"CAPE CORAL HOSPITAL",FL,READM-30-HF-HRRP,856,185,0.9817,"South Region"
"CAPE CORAL HOSPITAL",FL,READM-30-PN-HRRP,534,88,0.9848,"South Region"
"LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE",FL,READM-30-AMI-HRRP,501,86,0.9743,"South Region"
"LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE",FL,READM-30-HF-HRRP,663,162,1.0343,"South Region"
"LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE",FL,READM-30-PN-HRRP,240,45,1.0071,"South Region"
"LARGO MEDICAL CENTER",FL,READM-30-AMI-HRRP,319,71,1.0965,"South Region"
"LARGO MEDICAL CENTER",FL,READM-30-HF-HRRP,644,158,1.0455,"South Region"
"LARGO MEDICAL CENTER",FL,READM-30-PN-HRRP,418,80,1.0169,"South Region"
"SEVEN RIVERS REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,143,17,0.8409,"South Region"
"SEVEN RIVERS REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,314,62,0.9252,"South Region"
"SEVEN RIVERS REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,185,23,0.8884,"South Region"
"RAULERSON HOSPITAL",FL,READM-30-AMI-HRRP,54,19,1.1285,"South Region"
"RAULERSON HOSPITAL",FL,READM-30-HF-HRRP,384,102,1.0819,"South Region"
"RAULERSON HOSPITAL",FL,READM-30-PN-HRRP,121,24,1.0085,"South Region"
"JUPITER MEDICAL CENTER",FL,READM-30-HF-HRRP,391,92,0.9647,"South Region"
"JUPITER MEDICAL CENTER",FL,READM-30-PN-HRRP,340,44,0.8844,"South Region"
"CAPITAL REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,157,37,1.1286,"South Region"
"CAPITAL REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,462,128,1.1932,"South Region"
"CAPITAL REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,310,51,0.9908,"South Region"
"TOWN & COUNTRY HOSPITAL",FL,READM-30-HF-HRRP,157,44,1.0463,"South Region"
"TOWN & COUNTRY HOSPITAL",FL,READM-30-PN-HRRP,83,13,0.9852,"South Region"
"REGIONAL MEDICAL CENTER BAYONET POINT",FL,READM-30-AMI-HRRP,340,63,1.0178,"South Region"
"REGIONAL MEDICAL CENTER BAYONET POINT",FL,READM-30-HF-HRRP,871,213,1.0771,"South Region"
"REGIONAL MEDICAL CENTER BAYONET POINT",FL,READM-30-PN-HRRP,208,24,0.8776,"South Region"
"DELRAY MEDICAL CENTER",FL,READM-30-AMI-HRRP,499,85,0.9411,"South Region"
"DELRAY MEDICAL CENTER",FL,READM-30-HF-HRRP,1330,308,1.003,"South Region"
"DELRAY MEDICAL CENTER",FL,READM-30-PN-HRRP,798,128,0.9576,"South Region"
"SOUTH BAY HOSPITAL",FL,READM-30-AMI-HRRP,92,22,1.0407,"South Region"
"SOUTH BAY HOSPITAL",FL,READM-30-HF-HRRP,546,149,1.1365,"South Region"
"SOUTH BAY HOSPITAL",FL,READM-30-PN-HRRP,312,39,0.8622,"South Region"
"ST LUCIE MEDICAL CENTER",FL,READM-30-AMI-HRRP,155,34,1,"South Region"
"ST LUCIE MEDICAL CENTER",FL,READM-30-HF-HRRP,705,163,0.9931,"South Region"
"ST LUCIE MEDICAL CENTER",FL,READM-30-PN-HRRP,483,93,1.0413,"South Region"
"OAK HILL HOSPITAL",FL,READM-30-AMI-HRRP,342,73,1.072,"South Region"
"OAK HILL HOSPITAL",FL,READM-30-HF-HRRP,660,162,1.0131,"South Region"
"OAK HILL HOSPITAL",FL,READM-30-PN-HRRP,505,103,1.0546,"South Region"
"MEASE COUNTRYSIDE HOSPITAL",FL,READM-30-AMI-HRRP,485,83,0.9426,"South Region"
"MEASE COUNTRYSIDE HOSPITAL",FL,READM-30-HF-HRRP,840,194,0.994,"South Region"
"MEASE COUNTRYSIDE HOSPITAL",FL,READM-30-PN-HRRP,592,93,0.9293,"South Region"
"GULF BREEZE HOSPITAL",FL,READM-30-HF-HRRP,218,48,0.9912,"South Region"
"GULF BREEZE HOSPITAL",FL,READM-30-PN-HRRP,227,36,0.9722,"South Region"
"ENGLEWOOD COMMUNITY HOSPITAL",FL,READM-30-AMI-HRRP,80,18,1.0332,"South Region"
"ENGLEWOOD COMMUNITY HOSPITAL",FL,READM-30-HF-HRRP,323,61,0.9102,"South Region"
"ENGLEWOOD COMMUNITY HOSPITAL",FL,READM-30-PN-HRRP,171,25,0.958,"South Region"
"WEST BOCA MEDICAL CENTER",FL,READM-30-AMI-HRRP,86,18,0.9788,"South Region"
"WEST BOCA MEDICAL CENTER",FL,READM-30-HF-HRRP,415,98,1.0235,"South Region"
"WEST BOCA MEDICAL CENTER",FL,READM-30-PN-HRRP,205,35,1.0098,"South Region"
"PALMS WEST HOSPITAL",FL,READM-30-AMI-HRRP,89,17,1.0139,"South Region"
"PALMS WEST HOSPITAL",FL,READM-30-HF-HRRP,256,60,1.0286,"South Region"
"PALMS WEST HOSPITAL",FL,READM-30-PN-HRRP,130,22,1.0047,"South Region"
"WELLINGTON REGIONAL MEDICAL CENTER",FL,READM-30-AMI-HRRP,65,15,1.0525,"South Region"
"WELLINGTON REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,175,42,1.0271,"South Region"
"WELLINGTON REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,247,41,1.0024,"South Region"
"BROWARD HEALTH CORAL SPRINGS",FL,READM-30-HF-HRRP,198,59,1.1112,"South Region"
"BROWARD HEALTH CORAL SPRINGS",FL,READM-30-PN-HRRP,115,19,0.9857,"South Region"
"MEMORIAL HOSPITAL WEST",FL,READM-30-AMI-HRRP,165,37,1.0864,"South Region"
"MEMORIAL HOSPITAL WEST",FL,READM-30-HF-HRRP,527,148,1.1219,"South Region"
"MEMORIAL HOSPITAL WEST",FL,READM-30-PN-HRRP,341,72,1.0754,"South Region"
"WESTCHESTER GENERAL HOSPITAL",FL,READM-30-HF-HRRP,109,35,1.0555,"South Region"
"WESTCHESTER GENERAL HOSPITAL",FL,READM-30-PN-HRRP,163,46,1.1278,"South Region"
"MEMORIAL HOSPITAL MIRAMAR",FL,READM-30-HF-HRRP,130,45,1.1387,"South Region"
"MEMORIAL HOSPITAL MIRAMAR",FL,READM-30-PN-HRRP,161,22,0.9347,"South Region"
"PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE",FL,READM-30-AMI-HRRP,172,25,0.9386,"South Region"
"PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE",FL,READM-30-HF-HRRP,433,101,1.0101,"South Region"
"PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE",FL,READM-30-PN-HRRP,380,64,1.0147,"South Region"
"GOOD SAMARITAN MEDICAL CENTER",FL,READM-30-AMI-HRRP,108,18,0.9766,"South Region"
"GOOD SAMARITAN MEDICAL CENTER",FL,READM-30-HF-HRRP,327,69,0.9819,"South Region"
"GOOD SAMARITAN MEDICAL CENTER",FL,READM-30-PN-HRRP,287,46,0.9702,"South Region"
"ST MARY'S MEDICAL CENTER",FL,READM-30-HF-HRRP,62,19,1.0738,"South Region"
"ST MARY'S MEDICAL CENTER",FL,READM-30-PN-HRRP,83,15,1.0072,"South Region"
"CLEVELAND CLINIC HOSPITAL",FL,READM-30-AMI-HRRP,88,23,1.11,"South Region"
"CLEVELAND CLINIC HOSPITAL",FL,READM-30-HF-HRRP,423,95,1.0025,"South Region"
"CLEVELAND CLINIC HOSPITAL",FL,READM-30-PN-HRRP,311,63,1.0678,"South Region"
"VILLAGES REGIONAL HOSPITAL, THE",FL,READM-30-AMI-HRRP,557,103,1.0483,"South Region"
"VILLAGES REGIONAL HOSPITAL, THE",FL,READM-30-HF-HRRP,983,233,1.0527,"South Region"
"VILLAGES REGIONAL HOSPITAL, THE",FL,READM-30-PN-HRRP,926,145,0.9488,"South Region"
"WUESTHOFF MEDICAL CENTER - MELBOURNE",FL,READM-30-HF-HRRP,137,36,1.0696,"South Region"
"WUESTHOFF MEDICAL CENTER - MELBOURNE",FL,READM-30-PN-HRRP,164,32,1.0506,"South Region"
"SACRED HEART HOSPITAL ON THE EMERALD COAST",FL,READM-30-HF-HRRP,147,24,0.8858,"South Region"
"SACRED HEART HOSPITAL ON THE EMERALD COAST",FL,READM-30-PN-HRRP,209,28,0.8961,"South Region"
"DOCTORS HOSPITAL INC",FL,READM-30-AMI-HRRP,46,16,1.0975,"South Region"
"DOCTORS HOSPITAL INC",FL,READM-30-HF-HRRP,307,74,0.9965,"South Region"
"DOCTORS HOSPITAL INC",FL,READM-30-PN-HRRP,205,33,0.9657,"South Region"
"LAKEWOOD RANCH MEDICAL CENTER",FL,READM-30-AMI-HRRP,125,14,0.9053,"South Region"
"LAKEWOOD RANCH MEDICAL CENTER",FL,READM-30-HF-HRRP,195,37,0.9298,"South Region"
"LAKEWOOD RANCH MEDICAL CENTER",FL,READM-30-PN-HRRP,163,23,0.9596,"South Region"
"ST CLOUD REGIONAL MEDICAL CENTER",FL,READM-30-HF-HRRP,217,52,0.9994,"South Region"
"ST CLOUD REGIONAL MEDICAL CENTER",FL,READM-30-PN-HRRP,161,41,1.1208,"South Region"
"ST VINCENT'S MEDICAL CENTER SOUTHSIDE",FL,READM-30-AMI-HRRP,89,22,1.0852,"South Region"
"ST VINCENT'S MEDICAL CENTER SOUTHSIDE",FL,READM-30-HF-HRRP,333,77,0.9751,"South Region"
"ST VINCENT'S MEDICAL CENTER SOUTHSIDE",FL,READM-30-PN-HRRP,262,51,1.0175,"South Region"
"WEST KENDALL BAPTIST HOSPITAL",FL,READM-30-PN-HRRP,51,15,1.09,"South Region"
"VIERA HOSPITAL",FL,READM-30-HF-HRRP,45,14,1.0467,"South Region"
"PALM BAY HOSPITAL",FL,READM-30-HF-HRRP,63,12,0.9583,"South Region"
"PALM BAY HOSPITAL",FL,READM-30-PN-HRRP,80,15,1.009,"South Region"
"HAMILTON MEDICAL CENTER",GA,READM-30-AMI-HRRP,148,15,0.8712,"South Region"
"HAMILTON MEDICAL CENTER",GA,READM-30-HF-HRRP,570,135,0.9862,"South Region"
"HAMILTON MEDICAL CENTER",GA,READM-30-PN-HRRP,590,107,0.9799,"South Region"
"UPSON REGIONAL MEDICAL CENTER",GA,READM-30-HF-HRRP,152,33,1.0069,"South Region"
"UPSON REGIONAL MEDICAL CENTER",GA,READM-30-PN-HRRP,187,32,1.0423,"South Region"
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",GA,READM-30-AMI-HRRP,78,15,1.0084,"South Region"
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",GA,READM-30-HF-HRRP,340,91,1.0511,"South Region"
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",GA,READM-30-PN-HRRP,370,67,1.0054,"South Region"
"HUTCHESON MEDICAL CENTER",GA,READM-30-HF-HRRP,132,19,0.891,"South Region"
"HUTCHESON MEDICAL CENTER",GA,READM-30-PN-HRRP,239,36,0.9422,"South Region"
"NORTHSIDE HOSPITAL FORSYTH",GA,READM-30-AMI-HRRP,234,43,0.9895,"South Region"
"NORTHSIDE HOSPITAL FORSYTH",GA,READM-30-HF-HRRP,394,101,1.0537,"South Region"
"NORTHSIDE HOSPITAL FORSYTH",GA,READM-30-PN-HRRP,494,94,1.0286,"South Region"
"ST MARY'S HOSPITAL",GA,READM-30-AMI-HRRP,90,14,0.9998,"South Region"
"ST MARY'S HOSPITAL",GA,READM-30-HF-HRRP,192,42,0.9882,"South Region"
"ST MARY'S HOSPITAL",GA,READM-30-PN-HRRP,165,18,0.9164,"South Region"
"PHOEBE PUTNEY MEMORIAL HOSPITAL",GA,READM-30-AMI-HRRP,415,63,0.9744,"South Region"
"PHOEBE PUTNEY MEMORIAL HOSPITAL",GA,READM-30-HF-HRRP,506,99,0.9333,"South Region"
"PHOEBE PUTNEY MEMORIAL HOSPITAL",GA,READM-30-PN-HRRP,428,66,0.9465,"South Region"
"NORTHSIDE HOSPITAL CHEROKEE",GA,READM-30-AMI-HRRP,83,11,0.9317,"South Region"
"NORTHSIDE HOSPITAL CHEROKEE",GA,READM-30-HF-HRRP,188,43,0.9896,"South Region"
"NORTHSIDE HOSPITAL CHEROKEE",GA,READM-30-PN-HRRP,269,54,1.0602,"South Region"
"EMORY UNIVERSITY HOSPITAL",GA,READM-30-AMI-HRRP,386,60,0.9639,"South Region"
"EMORY UNIVERSITY HOSPITAL",GA,READM-30-HF-HRRP,632,111,0.8364,"South Region"
"EMORY UNIVERSITY HOSPITAL",GA,READM-30-PN-HRRP,230,40,0.9761,"South Region"
"TANNER MEDICAL CENTER - CARROLLTON",GA,READM-30-AMI-HRRP,211,34,0.9891,"South Region"
"TANNER MEDICAL CENTER - CARROLLTON",GA,READM-30-HF-HRRP,329,77,1.0133,"South Region"
"TANNER MEDICAL CENTER - CARROLLTON",GA,READM-30-PN-HRRP,274,39,0.9333,"South Region"
"TANNER MEDICAL CENTER VILLA RICA",GA,READM-30-HF-HRRP,79,11,0.9194,"South Region"
"TANNER MEDICAL CENTER VILLA RICA",GA,READM-30-PN-HRRP,95,14,0.9733,"South Region"
"WEST GEORGIA MEDICAL CENTER",GA,READM-30-AMI-HRRP,107,19,1.0133,"South Region"
"WEST GEORGIA MEDICAL CENTER",GA,READM-30-HF-HRRP,526,131,1.0732,"South Region"
"WEST GEORGIA MEDICAL CENTER",GA,READM-30-PN-HRRP,258,40,0.9661,"South Region"
"NEWTON MEDICAL CENTER",GA,READM-30-AMI-HRRP,85,16,1.0145,"South Region"
"NEWTON MEDICAL CENTER",GA,READM-30-HF-HRRP,371,76,0.9397,"South Region"
"NEWTON MEDICAL CENTER",GA,READM-30-PN-HRRP,265,45,1.0217,"South Region"
"GORDON HOSPITAL",GA,READM-30-AMI-HRRP,59,14,1.0459,"South Region"
"GORDON HOSPITAL",GA,READM-30-HF-HRRP,135,38,1.0865,"South Region"
"GORDON HOSPITAL",GA,READM-30-PN-HRRP,277,55,1.0709,"South Region"
"CANDLER HOSPITAL",GA,READM-30-AMI-HRRP,26,11,1.1011,"South Region"
"CANDLER HOSPITAL",GA,READM-30-HF-HRRP,430,100,1.0117,"South Region"
"CANDLER HOSPITAL",GA,READM-30-PN-HRRP,414,79,1.034,"South Region"
"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",GA,READM-30-AMI-HRRP,128,16,0.9268,"South Region"
"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",GA,READM-30-HF-HRRP,566,103,0.8956,"South Region"
"SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS",GA,READM-30-PN-HRRP,464,76,0.9825,"South Region"
"ELBERT MEMORIAL HOSPITAL",GA,READM-30-HF-HRRP,104,17,0.9208,"South Region"
"ELBERT MEMORIAL HOSPITAL",GA,READM-30-PN-HRRP,162,39,1.1177,"South Region"
"TY COBB REGIONAL MEDICAL CENTER, LLC",GA,READM-30-HF-HRRP,83,17,0.9872,"South Region"
"TY COBB REGIONAL MEDICAL CENTER, LLC",GA,READM-30-PN-HRRP,164,21,0.9069,"South Region"
"UNIVERSITY HOSPITAL",GA,READM-30-AMI-HRRP,600,101,0.9923,"South Region"
"UNIVERSITY HOSPITAL",GA,READM-30-HF-HRRP,898,197,0.9637,"South Region"
"UNIVERSITY HOSPITAL",GA,READM-30-PN-HRRP,745,147,1.0276,"South Region"
"NORTHEAST GEORGIA MEDICAL CENTER, INC",GA,READM-30-AMI-HRRP,739,113,0.9561,"South Region"
"NORTHEAST GEORGIA MEDICAL CENTER, INC",GA,READM-30-HF-HRRP,1129,220,0.8668,"South Region"
"NORTHEAST GEORGIA MEDICAL CENTER, INC",GA,READM-30-PN-HRRP,750,141,1.0284,"South Region"
"CARTERSVILLE MEDICAL CENTER",GA,READM-30-HF-HRRP,217,55,1.0287,"South Region"
"CARTERSVILLE MEDICAL CENTER",GA,READM-30-PN-HRRP,293,54,0.9938,"South Region"
"SPALDING REGIONAL HOSPITAL",GA,READM-30-HF-HRRP,380,91,1.0394,"South Region"
"SPALDING REGIONAL HOSPITAL",GA,READM-30-PN-HRRP,470,98,1.1205,"South Region"
"STEPHENS COUNTY HOSPITAL",GA,READM-30-HF-HRRP,214,35,0.9061,"South Region"
"STEPHENS COUNTY HOSPITAL",GA,READM-30-PN-HRRP,351,62,1.0348,"South Region"
"MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS",GA,READM-30-AMI-HRRP,121,25,1.0312,"South Region"
"MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS",GA,READM-30-HF-HRRP,183,50,1.0904,"South Region"
"MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS",GA,READM-30-PN-HRRP,169,29,0.9875,"South Region"
"WELLSTAR KENNESTONE HOSPITAL",GA,READM-30-AMI-HRRP,597,109,1.0314,"South Region"
"WELLSTAR KENNESTONE HOSPITAL",GA,READM-30-HF-HRRP,1445,352,1.0499,"South Region"
"WELLSTAR KENNESTONE HOSPITAL",GA,READM-30-PN-HRRP,997,196,1.0916,"South Region"
"MEMORIAL HEALTH UNIV MED CEN, INC",GA,READM-30-AMI-HRRP,277,47,1.0537,"South Region"
"MEMORIAL HEALTH UNIV MED CEN, INC",GA,READM-30-HF-HRRP,681,152,1.0095,"South Region"
"MEMORIAL HEALTH UNIV MED CEN, INC",GA,READM-30-PN-HRRP,199,25,0.8887,"South Region"
"JOHN D ARCHBOLD MEMORIAL HOSPITAL",GA,READM-30-AMI-HRRP,179,19,0.8708,"South Region"
"JOHN D ARCHBOLD MEMORIAL HOSPITAL",GA,READM-30-HF-HRRP,386,66,0.8533,"South Region"
"JOHN D ARCHBOLD MEMORIAL HOSPITAL",GA,READM-30-PN-HRRP,330,51,0.974,"South Region"
"TRINITY HOSPITAL OF AUGUSTA",GA,READM-30-HF-HRRP,110,23,1.0086,"South Region"
"TRINITY HOSPITAL OF AUGUSTA",GA,READM-30-PN-HRRP,168,32,1.0908,"South Region"
"NORTHRIDGE MEDICAL CENTER",GA,READM-30-HF-HRRP,110,24,0.9856,"South Region"
"NORTHRIDGE MEDICAL CENTER",GA,READM-30-PN-HRRP,83,11,0.9554,"South Region"
"HABERSHAM COUNTY MEDICAL CTR",GA,READM-30-HF-HRRP,107,24,1.0001,"South Region"
"HABERSHAM COUNTY MEDICAL CTR",GA,READM-30-PN-HRRP,216,33,0.9515,"South Region"
"WELLSTAR PAULDING HOSPITAL",GA,READM-30-HF-HRRP,84,25,1.0648,"South Region"
"WELLSTAR PAULDING HOSPITAL",GA,READM-30-PN-HRRP,146,26,1.0188,"South Region"
"ST JOSEPH'S HOSPITAL - SAVANNAH",GA,READM-30-AMI-HRRP,288,42,0.9809,"South Region"
